iter	RMSE
0	0.01217969451
1	0.01108230354
2	0.01009141083
3	0.009196956084
4	0.008399921496
5	0.007698799612
6	0.00706259739
7	0.006493006874
8	0.00598909473
9	0.005531744768
10	0.005135607127
11	0.00478248716
12	0.004470300236
13	0.004194707247
14	0.003953512708
15	0.003741763732
16	0.003553325762
17	0.003382405522
18	0.003238845889
19	0.003115511321
20	0.003002345474
21	0.002907723894
22	0.002824508174
23	0.002752089602
24	0.002689899278
25	0.002636660818
26	0.002590450299
27	0.00254819259
28	0.002512622317
29	0.002481736186
30	0.002453593587
31	0.002429990287
32	0.002409519407
33	0.002388607184
34	0.002371119457
35	0.002356846323
36	0.002338695914
37	0.002323220386
38	0.002312008683
39	0.002302041098
40	0.002290022819
41	0.002280198046
42	0.002274269851
43	0.002266685997
44	0.002255150599
45	0.00224985328
46	0.002244984237
47	0.002236618575
48	0.002228903318
49	0.002222501272
50	0.00221568222
51	0.00220807746
52	0.002203579806
53	0.002197787679
54	0.002191501028
55	0.002184441979
56	0.002180104971
57	0.002177140868
58	0.002172256237
59	0.002167347837
60	0.002162940177
61	0.002158892543
62	0.002152406571
63	0.002147720717
64	0.00214429127
65	0.002139380613
66	0.002135773037
67	0.002132732852
68	0.002128602756
69	0.002124317578
70	0.002121248969
71	0.002118547614
72	0.002115354979
73	0.002111351417
74	0.002108859521
75	0.002105430834
76	0.002103427823
77	0.002098666949
78	0.002096173174
79	0.002092632971
80	0.002090688365
81	0.0020859884
82	0.002083825446
83	0.002079476237
84	0.002074200155
85	0.002071815404
86	0.002068787078
87	0.002065620214
88	0.002063256959
89	0.002059950955
90	0.002058154596
91	0.002054108126
92	0.002050218762
93	0.002047498866
94	0.002045060497
95	0.002042437328
96	0.002040975239
97	0.002037719251
98	0.002035256419
99	0.00203273425
100	0.002029788896
101	0.002025312983
102	0.002023983442
103	0.002019187761
104	0.002015562764
105	0.002011978568
106	0.002009364029
107	0.002006937397
108	0.002005122207
109	0.002002779815
110	0.002000513175
111	0.001997209387
112	0.001994619514
113	0.001992921493
114	0.001991375383
115	0.001987702279
116	0.001985479696
117	0.001982699626
118	0.001980863431
119	0.001979054094
120	0.001976160435
121	0.001974781113
122	0.001973093861
123	0.001971535574
124	0.00196922425
125	0.001967674301
126	0.001965202471
127	0.001961449489
128	0.001958962592
129	0.001955074355
130	0.001953485609
131	0.001949161276
132	0.001947077777
133	0.001945654748
134	0.001942817727
135	0.001939665731
136	0.001937128086
137	0.00193299762
138	0.001931288633
139	0.001929450704
140	0.001925838755
141	0.00192337808
142	0.00192204528
143	0.001919657171
144	0.001918048987
145	0.001915975712
146	0.001914730504
147	0.001913204911
148	0.001911539656
149	0.001909488309
150	0.001907972288
151	0.00190685713
152	0.001904711248
153	0.001902824732
154	0.001901363673
155	0.001899595878
156	0.001897615965
157	0.00189528702
158	0.00189350585
159	0.001892463569
160	0.001890839715
161	0.001889639139
162	0.00188778144
163	0.001884875623
164	0.001883642119
165	0.001881781812
166	0.001880170733
167	0.00187716573
168	0.001875570736
169	0.001874584007
170	0.001872409501
171	0.001869387269
172	0.00186769629
173	0.001863889788
174	0.001862747416
175	0.001861616476
176	0.001859919588
177	0.001857833394
178	0.00185548993
179	0.001853653033
180	0.001852356539
181	0.001851233559
182	0.001849314525
183	0.001846993524
184	0.001844975634
185	0.001843816716
186	0.00184188454
187	0.001840614112
188	0.0018395704
189	0.001838339288
190	0.001837056962
191	0.00183515548
192	0.001834355296
193	0.001832576404
194	0.001830737529
195	0.001829137776
196	0.001827958072
197	0.001827016709
198	0.001825703653
199	0.00182476861
200	0.001823191568
201	0.001821776132
202	0.001820286697
203	0.00181910333
204	0.001817926844
205	0.001817119992
206	0.001815692157
207	0.001813993112
208	0.00181260156
209	0.001811268739
210	0.001809399536
211	0.001807511428
212	0.001805555686
213	0.001804737797
214	0.001803970525
215	0.001803260188
216	0.001802474344
217	0.001800881588
218	0.001798741803
219	0.001797619531
220	0.001795368845
221	0.00179422488
222	0.001792333381
223	0.001791016013
224	0.001789525958
225	0.001788147581
226	0.001786675619
227	0.001785585787
228	0.001784539372
229	0.001783039345
230	0.001782098515
231	0.001781080626
232	0.001779805136
233	0.001778793015
234	0.001777600495
235	0.001775735267
236	0.001774942629
237	0.001774440499
238	0.001773360802
239	0.001772826089
240	0.001771929587
241	0.00177051699
242	0.001768700958
243	0.001767335622
244	0.001765525822
245	0.001764565181
246	0.001763356977
247	0.001762459865
248	0.001761685061
249	0.001760282673
250	0.001759080322
251	0.001758282832
252	0.001756582955
253	0.001755530792
254	0.001754056278
255	0.00175311253
256	0.001751298739
257	0.001750123066
258	0.001748735272
259	0.001747473286
260	0.001746479874
261	0.001745614963
262	0.001744810904
263	0.001743987272
264	0.00174309719
265	0.001741386096
266	0.001740843216
267	0.001739749263
268	0.001738908715
269	0.001737926628
270	0.001736619903
271	0.001735860105
272	0.001734258576
273	0.001733479642
274	0.00173290622
275	0.001732135693
276	0.001731302189
277	0.001729921391
278	0.001729244954
279	0.001728549803
280	0.001727788118
281	0.001727122385
282	0.001725385659
283	0.001724588224
284	0.001723665466
285	0.001722221192
286	0.001720928075
287	0.001720121685
288	0.001719511679
289	0.001718728314
290	0.001717980972
291	0.001717598081
292	0.001716854942
293	0.001716058565
294	0.001715580535
295	0.001715089173
296	0.001714236878
297	0.001713478882
298	0.001712883506
299	0.00171221906
300	0.00171160991
301	0.001710559285
302	0.001709677797
303	0.001708693128
304	0.001708106101
305	0.001707246471
306	0.00170631214
307	0.001705997878
308	0.001705450352
309	0.001704949394
310	0.001704279399
311	0.001703629114
312	0.001703111444
313	0.001702713271
314	0.001701779197
315	0.001700919625
316	0.001700023167
317	0.001699314711
318	0.001698333048
319	0.001697199272
320	0.001695875239
321	0.001695313753
322	0.001694595996
323	0.001693845322
324	0.001693361622
325	0.00169279097
326	0.001691436884
327	0.001690492933
328	0.001689583383
329	0.001688769905
330	0.001687396973
331	0.001687098041
332	0.001686467538
333	0.001685376218
334	0.001684692501
335	0.001683738693
336	0.001682558651
337	0.001681365028
338	0.001680977208
339	0.001680240675
340	0.001679663818
341	0.001678567974
342	0.001677906879
343	0.001677312015
344	0.001676574431
345	0.001675363562
346	0.001674831823
347	0.001673748193
348	0.001673259206
349	0.001672445699
350	0.001671609411
351	0.001670842835
352	0.001669931283
353	0.001669014552
354	0.001668339139
355	0.001667696726
356	0.001666982812
357	0.001665924295
358	0.001665318768
359	0.001664644388
360	0.001663578041
361	0.0016627374
362	0.001661909334
363	0.001660827628
364	0.001659748646
365	0.001658332861
366	0.001657777209
367	0.001656853447
368	0.001656012576
369	0.001655134408
370	0.001654354487
371	0.001653298227
372	0.001652146958
373	0.001651472329
374	0.001650739331
375	0.001649808181
376	0.00164899856
377	0.001648078434
378	0.001647156438
379	0.001646587593
380	0.001645944684
381	0.001645036082
382	0.001644505628
383	0.001643884868
384	0.001643229793
385	0.001642423596
386	0.001641427509
387	0.00164095887
388	0.001640309783
389	0.001640024497
390	0.001639639869
391	0.001639104935
392	0.001638347878
393	0.00163796268
394	0.001637553605
395	0.001636737321
396	0.001636282573
397	0.001635820037
398	0.00163515275
399	0.001634781222
400	0.001633975417
401	0.001633336589
402	0.001632510135
403	0.001632060195
404	0.001631523074
405	0.00163090716
406	0.001629954741
407	0.001629343604
408	0.001628725821
409	0.001628034216
410	0.001626901043
411	0.001625902487
412	0.001625107539
413	0.001624444747
414	0.001623582667
415	0.001622906448
416	0.001622453697
417	0.00162181713
418	0.00162116182
419	0.001620501209
420	0.001620004571
421	0.001619457733
422	0.001618731617
423	0.001618283521
424	0.001617737294
425	0.00161731413
426	0.001616524668
427	0.001615989019
428	0.001614974005
429	0.001614629294
430	0.001614199553
431	0.001613205905
432	0.001612481536
433	0.001611957864
434	0.001611698624
435	0.00161103338
436	0.001610589253
437	0.001610376246
438	0.001609608114
439	0.001608983254
440	0.001608400637
441	0.001607484825
442	0.001606886646
443	0.00160652007
444	0.001606068925
445	0.001605600801
446	0.001605282636
447	0.001604655162
448	0.001604165425
449	0.001603628084
450	0.001603165469
451	0.00160268566
452	0.001601974627
453	0.001601494749
454	0.001600773307
455	0.001600322847
456	0.001599978608
457	0.001599541126
458	0.001598907273
459	0.001597820187
460	0.001597561944
461	0.00159678912
462	0.001596219691
463	0.001595102138
464	0.001594679597
465	0.001594346502
466	0.001593691044
467	0.001593125238
468	0.001592370872
469	0.001591977777
470	0.001591576428
471	0.001591038531
472	0.00159035094
473	0.001589952186
474	0.001589442745
475	0.001588852314
476	0.001588251528
477	0.001587687181
478	0.00158711551
479	0.001586723058
480	0.001586211664
481	0.001585447088
482	0.001584709667
483	0.001583938157
484	0.001583448732
485	0.001582996363
486	0.00158261463
487	0.001582097438
488	0.001581283255
489	0.001581044408
490	0.001580224073
491	0.001579634679
492	0.001579175119
493	0.001578670263
494	0.001578079048
495	0.001577322261
496	0.001576501684
497	0.001576314655
498	0.001575704545
499	0.001575307804
500	0.001574808112
501	0.001573882074
502	0.001573277505
503	0.001572827823
504	0.001572142794
505	0.001571599293
506	0.001571094086
507	0.001570776715
508	0.001570314606
509	0.001569587385
510	0.001569097134
511	0.001568761263
512	0.00156844839
513	0.001568159628
514	0.001567528047
515	0.001566635575
516	0.001565846305
517	0.001565382159
518	0.001564969708
519	0.00156433289
520	0.001563915543
521	0.001563625936
522	0.001562759477
523	0.001562413573
524	0.001561692123
525	0.001561328766
526	0.001560941176
527	0.001560386744
528	0.001560143806
529	0.001559541539
530	0.001558959245
531	0.001558615292
532	0.001558039092
533	0.001557689731
534	0.001557322692
535	0.001556852214
536	0.001556492582
537	0.001556064595
538	0.001555574688
539	0.001554953392
540	0.00155450821
541	0.001554077654
542	0.00155379626
543	0.001553336522
544	0.001552840083
545	0.001552306733
546	0.001551657164
547	0.00155123813
548	0.001550972402
549	0.001550643636
550	0.001550412126
551	0.001550024757
552	0.001549256783
553	0.001548770926
554	0.00154850437
555	0.001548097503
556	0.001547433843
557	0.001546943077
558	0.001546407821
559	0.001546059656
560	0.001545514369
561	0.001545194546
562	0.0015445287
563	0.001543810045
564	0.001543462421
565	0.001542950302
566	0.001542189109
567	0.001541803017
568	0.001541419735
569	0.001541111302
570	0.001540666525
571	0.001540224618
572	0.001539760922
573	0.001539405143
574	0.001538851931
575	0.001538270654
576	0.001537869219
577	0.001537490545
578	0.001536963664
579	0.001536671775
580	0.001535954169
581	0.001535432532
582	0.001535210856
583	0.001534940376
584	0.001534578497
585	0.001534111029
586	0.001533773896
587	0.001533065232
588	0.001532770249
589	0.001532357484
590	0.001531847133
591	0.001531278113
592	0.001530853964
593	0.001530534021
594	0.001530132531
595	0.001529581374
596	0.001529105947
597	0.001528740295
598	0.00152832087
599	0.001527760757
600	0.001527326685
601	0.001526883914
602	0.001526485556
603	0.001526059537
604	0.00152555958
605	0.001525393249
606	0.001524761038
607	0.001524367547
608	0.001524105451
609	0.001523860734
610	0.00152318465
611	0.00152271644
612	0.001522280501
613	0.001521978967
614	0.001521771562
615	0.00152142808
616	0.001521121282
617	0.001520794283
618	0.001520568608
619	0.001520184073
620	0.001519773388
621	0.001519524029
622	0.001519179208
623	0.001518799503
624	0.001518339862
625	0.001517947041
626	0.001517557436
627	0.001517038499
628	0.001516554829
629	0.001515934994
630	0.001515560544
631	0.001514977253
632	0.001514544029
633	0.001514207133
634	0.001513896313
635	0.001513570273
636	0.001513166272
637	0.00151275272
638	0.001511991951
639	0.001511442797
640	0.001510920989
641	0.001510688897
642	0.001510356599
643	0.001509976525
644	0.001509639226
645	0.00150901279
646	0.001508693208
647	0.001508437669
648	0.001508006622
649	0.001507880815
650	0.001507680273
651	0.00150726709
652	0.001506863646
653	0.001506449328
654	0.001506242167
655	0.001505712403
656	0.001505491432
657	0.001505017403
658	0.00150437735
659	0.00150396788
660	0.001503367595
661	0.00150282315
662	0.001502379491
663	0.001501879425
664	0.001501250946
665	0.001501046832
666	0.001500714738
667	0.001500235179
668	0.00149959206
669	0.001499330148
670	0.001498722482
671	0.001498329137
672	0.001497733661
673	0.001497438442
674	0.001497016815
675	0.00149658246
676	0.001496280055
677	0.001495582889
678	0.001495293739
679	0.001494770428
680	0.001494400417
681	0.001494171562
682	0.001493727853
683	0.001493258293
684	0.0014928264
685	0.001492346569
686	0.001492051288
687	0.001491568951
688	0.001491172569
689	0.001490783233
690	0.001490462321
691	0.001490027663
692	0.001489619861
693	0.00148933071
694	0.001489134101
695	0.00148858281
696	0.001488139903
697	0.001487597446
698	0.001487135987
699	0.00148690287
700	0.001486406694
701	0.00148611891
702	0.001485790107
703	0.001485453328
704	0.00148505748
705	0.00148476934
706	0.001484371503
707	0.001484042709
708	0.001483827061
709	0.001483491994
710	0.001483259475
711	0.001482844298
712	0.001482676694
713	0.001482523037
714	0.001481939297
715	0.001481664981
716	0.001481278405
717	0.001480934936
718	0.001480653875
719	0.001480256687
720	0.001479873216
721	0.00147935983
722	0.001479013437
723	0.001478607885
724	0.001478441271
725	0.001478012131
726	0.001477679729
727	0.001477029347
728	0.001476579898
729	0.001476130448
730	0.001475777672
731	0.001475625128
732	0.001475353441
733	0.001475121223
734	0.001474611162
735	0.001474317682
736	0.001474017362
737	0.001473620635
738	0.001473274901
739	0.001472962902
740	0.001472700683
741	0.001472395518
742	0.001471994847
743	0.001471830331
